1;11;1993;1;1;1;PE
1;11;1994;2;1;2;RJ
1;11;1994;1;1;1;PE
1;11;1995;1;2;3;RJ
1;11;1995;1;1;1;8.5
1;11;1995;1;1;4;8.5
1;11;1996;1;1;5;10
1;11;1996;1;1;6;RJ
1;11;1996;1;1;3;RJ
1;11;1996;2;1;3;RJ
1;11;1997;2;2;7;RJ
1;11;1997;2;1;6;RJ
1;11;1997;1;1;6;RJ
1;11;1997;1;1;3;9.5
1;11;1997;2;3;8;RJ
1;11;1998;1;7;7;9.5
1;11;1998;2;1;9;9
1;11;1998;2;7;10;RJ
1;11;1998;1;1;6;PE
1;11;1998;2;3;11;8.5
1;11;1999;1;8;10;7.5
1;11;1999;2;1;12;RJ
1;11;1999;1;1;12;RJ
1;11;1999;1;1;2;RJ
1;11;2000;1;1;12;RJ
1;11;2000;2;1;13;RJ
1;11;2000;2;1;6;7
1;11;2001;2;1;12;RM
1;11;2001;1;1;2;RM
1;11;2001;1;1;14;RM
1;11;2002;2;1;12;RM
1;11;2002;1;1;15;9.5
1;11;2002;2;1;2;7
1;11;2002;1;1;14;6
1;11;2002;1;1;16;RM
1;11;2003;1;1;12;8.5
1;11;2003;2;2;17;RM
1;11;2003;1;1;18;7
1;11;2003;3;901;8;8.5
1;11;2004;2;2;17;8.5
1;11;2004;1;1;14;7
1;11;2005;2;1;19;8.5
1;11;2005;1;2;16;7.5
1;11;2006;2;1;20;8
1;11;2006;2;2;21;RM
1;11;2006;1;1;22;RM
1;11;2006;1;1;23;RM
1;11;2007;2;1;24;10
1;11;2007;1;1;25;RM
1;11;2008;1;1;26;2.5
2;11;1993;1;1;27;RI
3;11;1993;2;1;28;9
2;11;1993;2;1;29;RJ
2;11;1993;2;1;30;PE
2;11;1994;2;1;31;PE
2;11;2000;1;1;32;IN
4;11;1994;1;2;33;8
3;11;1994;1;18;34;RI
3;11;1995;1;1;8;RI
5;11;1995;1;1;16;RI
4;11;1995;1;1;29;8.5
6;11;1994;1;9;35;RI
7;11;1997;1;1;29;RI
6;11;2012;2;1;36;IN
8;11;1994;1;1;32;IN
7;11;1994;2;1;30;IN
7;11;1995;2;1;37;9
7;11;1995;1;1;31;AP
9;11;2000;1;1;38;PE
8;11;2000;1;1;39;9.5
8;11;2000;1;1;40;8.5
8;11;2000;1;1;41;9
8;11;2000;2;1;42;IN
8;11;2000;1;1;43;IN
8;11;2000;2;1;44;IN
8;11;2000;2;1;45;9
8;11;2000;2;1;46;IN
8;11;2000;2;1;47;IN
10;11;1993;2;1;32;AP
9;11;2001;1;2;48;10
11;11;1994;1;1;32;IN
10;11;1995;1;1;30;AP
10;11;2008;2;4;29;8
12;11;1995;1;1;23;8
11;11;1998;2;1;22;RI
11;11;1998;2;3;29;8
13;11;1994;1;1;49;9
12;11;1994;2;1;50;9
12;11;1995;2;2;28;PE
12;11;1995;1;1;37;8
12;11;1996;1;1;28;8.5
12;11;2008;2;1;51;IN
12;11;2009;1;1;52;IN
12;11;2009;2;1;52;IN
12;11;2010;2;1;53;IN
12;11;2010;1;1;53;IN
14;11;1993;1;1;3;PE
13;11;1993;1;2;54;AP
15;11;1994;1;1;32;AP
14;11;1995;1;1;55;RI
16;11;1994;2;1;56;RI
17;11;1993;1;1;57;8.5
16;11;1993;1;1;58;9
16;11;1993;2;1;50;9.5
16;11;1993;1;1;36;IN
16;11;1993;2;1;59;PE
16;11;1994;2;3;60;8.5
16;11;1995;1;2;29;10
16;11;1995;2;1;32;AP
16;11;1996;1;1;30;AP
16;11;1996;2;1;31;IN
16;11;1997;1;1;31;AP
18;11;1993;1;1;61;IN
17;11;1994;1;1;5;RI
17;11;1994;1;4;8;RI
19;11;1998;1;1;62;RI
20;11;2000;2;2;5;7.5
19;11;2000;2;2;63;RI
19;11;2001;1;2;62;RM
19;11;2001;1;2;64;RM
21;11;1997;1;5;35;RI
20;11;1997;1;16;65;RI
20;11;2005;1;15;66;0
22;11;1993;1;1;67;PE
21;11;1993;2;1;55;PE
21;11;1993;1;1;24;PE
21;11;1996;1;1;28;RI
21;11;1997;1;1;68;8.5
21;11;1997;1;1;69;8
23;11;1993;1;2;5;RI
22;11;1993;1;2;63;RI
24;11;1999;1;10;70;9
23;11;1999;2;10;71;8.5
23;11;1999;2;4;72;8.5
23;11;1999;1;2;73;9
23;11;2000;1;2;74;RJ
23;11;2000;1;6;75;RJ
23;11;2000;1;5;65;RJ
23;11;2000;2;18;65;8.5
23;11;2000;1;1;76;RJ
23;11;2000;2;3;76;RI
23;11;2000;2;5;77;7
23;11;2000;1;5;78;9
23;11;2001;1;1;79;7.5
23;11;2001;1;8;74;RI
23;11;2001;2;1;74;RM
23;11;2001;1;5;75;8
23;11;2001;1;9;80;7
23;11;2001;1;13;66;PE
23;11;2001;2;13;66;8
23;11;2001;1;1;76;7.5
23;11;2002;1;3;74;8
23;11;2002;2;2;81;RM
23;11;2002;2;3;7;RM
23;11;2002;2;2;8;7
23;11;2002;1;5;82;PE
23;11;2002;2;3;82;RM
23;11;2003;2;2;81;7
23;11;2003;1;4;81;PE
23;11;2003;2;10;7;RM
23;11;2003;2;8;82;7.5
23;11;2004;2;2;83;AP
23;11;2004;1;5;7;9
23;11;2004;1;3;9;RI
23;11;2004;2;1;9;RI
23;11;2004;2;1;10;9.5
23;11;2004;1;14;10;6
23;11;2004;2;3;5;RI
23;11;2004;1;1;5;RI
23;11;2005;1;1;9;0
25;11;1995;2;1;33;8.5
24;11;1995;2;13;65;PE
